metric_name,timestamp,metric_value,check,error_code,expected_response,group,method,name,scenario,status,extra_tags,metadata
http_req_failed,1788334871,0.000000,,,true,::wf03_06_cancellation,PUT,wf03_cancellation,endurance,200,workflow=wf03&traffic=measured&operation_role=business&endpoint_group=transactional&step=cancellation,
checks,1788334871,1.000000,cancellation: status is 200,,,::wf03_06_cancellation,,wf03_cancellation,endurance,,step=cancellation&operation_role=business&endpoint_group=transactional&workflow=wf03&traffic=measured,
checks,1788334871,1.000000,cancellation: body is valid JSON object,,,::wf03_06_cancellation,,wf03_cancellation,endurance,,workflow=wf03&step=cancellation&endpoint_group=transactional&traffic=measured&operation_role=business,
checks,1788334871,1.000000,cancellation: response indicates success,,,::wf03_06_cancellation,,wf03_cancellation,endurance,,workflow=wf03&traffic=measured&endpoint_group=transactional&step=cancellation&operation_role=business,
group_duration,1788334871,5.587750,,,,::wf03_06_cancellation,,,wf03_endurance,,workflow=wf03&traffic=measured,
http_reqs,1788334871,1.000000,,,true,::wf03_07_final_probe,GET,wf03_final_probe,endurance,200,workflow=wf03&traffic=measured&step=final_probe&endpoint_group=read&operation_role=verification,
http_req_duration,1788334871,0.988000,,,true,::wf03_07_final_probe,GET,wf03_final_probe,endurance,200,step=final_probe&operation_role=verification&endpoint_group=read&workflow=wf03&traffic=measured,
http_req_blocked,1788334871,0.018000,,,true,::wf03_07_final_probe,GET,wf03_final_probe,endurance,200,step=final_probe&operation_role=verification&endpoint_group=read&workflow=wf03&traffic=measured,
http_req_connecting,1788334871,0.000000,,,true,::wf03_07_final_probe,GET,wf03_final_probe,endurance,200,step=final_probe&operation_role=verification&endpoint_group=read&workflow=wf03&traffic=measured,
http_req_tls_handshaking,1788334871,0.000000,,,true,::wf03_07_final_probe,GET,wf03_final_probe,endurance,200,operation_role=verification&workflow=wf03&endpoint_group=read&traffic=measured&step=final_probe,
http_req_sending,1788334871,0.024000,,,true,::wf03_07_final_probe,GET,wf03_final_probe,endurance,200,endpoint_group=read&traffic=measured&operation_role=verification&workflow=wf03&step=final_probe,
http_req_waiting,1788334871,0.919000,,,true,::wf03_07_final_probe,GET,wf03_final_probe,endurance,200,workflow=wf03&operation_role=verification&traffic=measured&step=final_probe&endpoint_group=read,
http_req_receiving,1788334871,0.045000,,,true,::wf03_07_final_probe,GET,wf03_final_probe,endurance,200,endpoint_group=read&workflow=wf03&traffic=measured&step=final_probe&operation_role=verification,
http_req_failed,1788334871,0.000000,,,true,::wf03_07_final_probe,GET,wf03_final_probe,endurance,200,endpoint_group=read&traffic=measured&step=final_probe&operation_role=verification&workflow=wf03,
checks,1788334871,1.000000,final_probe: status is 200,,,::wf03_07_final_probe,,wf03_final_probe,endurance,,traffic=measured&step=final_probe&operation_role=verification&endpoint_group=read&workflow=wf03,
checks,1788334871,1.000000,final_probe: body is valid order object,,,::wf03_07_final_probe,,wf03_final_probe,endurance,,traffic=measured&endpoint_group=read&workflow=wf03&step=final_probe&operation_role=verification,
checks,1788334871,1.000000,final_probe: id matches correlated order id,,,::wf03_07_final_probe,,wf03_final_probe,endurance,,workflow=wf03&traffic=measured&step=final_probe&operation_role=verification&endpoint_group=read,
checks,1788334871,1.000000,final_probe: owner matches authenticated user,,,::wf03_07_final_probe,,wf03_final_probe,endurance,,traffic=measured&step=final_probe&endpoint_group=read&workflow=wf03&operation_role=verification,
checks,1788334871,1.000000,final_probe: amount remains checkout total,,,::wf03_07_final_probe,,wf03_final_probe,endurance,,workflow=wf03&traffic=measured&step=final_probe&operation_role=verification&endpoint_group=read,
checks,1788334871,1.000000,final_probe: address remains checkout address,,,::wf03_07_final_probe,,wf03_final_probe,endurance,,endpoint_group=read&workflow=wf03&step=final_probe&traffic=measured&operation_role=verification,
checks,1788334871,1.000000,final_probe: state is canceled,,,::wf03_07_final_probe,,wf03_final_probe,endurance,,workflow=wf03&traffic=measured&endpoint_group=read&step=final_probe&operation_role=verification,
group_duration,1788334871,1.267292,,,,::wf03_07_final_probe,,,wf03_endurance,,workflow=wf03&traffic=measured,
wf03_orders_canceled,1788334871,1.000000,,,,,,,endurance,,workflow=wf03&traffic=measured,
wf03_workflow_success,1788334871,1.000000,,,,,,,endurance,,workflow=wf03&traffic=measured,
wf03_lifecycle_duration,1788334871,699.000000,,,,,,,endurance,,workflow=wf03&traffic=measured&outcome=success,
data_sent,1788334871,1435.000000,,,,,,,wf03_endurance,,traffic=measured&workflow=wf03,
data_received,1788334871,3092.000000,,,,,,,wf03_endurance,,workflow=wf03&traffic=measured,
iteration_duration,1788334871,4543.837416,,,,,,,wf03_endurance,,workflow=wf03&traffic=measured,
iterations,1788334871,1.000000,,,,,,,wf03_endurance,,workflow=wf03&traffic=measured,
wf03_workflow_attempted,1788334871,1.000000,,,,,,,endurance,,workflow=wf03&traffic=measured,
http_reqs,1788334871,1.000000,,,true,::wf03_01_login,POST,wf03_login,endurance,200,endpoint_group=auth&workflow=wf03&traffic=measured&step=login&operation_role=business,
http_req_duration,1788334871,0.973000,,,true,::wf03_01_login,POST,wf03_login,endurance,200,workflow=wf03&traffic=measured&endpoint_group=auth&step=login&operation_role=business,
http_req_blocked,1788334871,0.004000,,,true,::wf03_01_login,POST,wf03_login,endurance,200,operation_role=business&workflow=wf03&step=login&endpoint_group=auth&traffic=measured,
http_req_connecting,1788334871,0.000000,,,true,::wf03_01_login,POST,wf03_login,endurance,200,endpoint_group=auth&operation_role=business&workflow=wf03&traffic=measured&step=login,
http_req_tls_handshaking,1788334871,0.000000,,,true,::wf03_01_login,POST,wf03_login,endurance,200,endpoint_group=auth&step=login&workflow=wf03&traffic=measured&operation_role=business,
http_req_sending,1788334871,0.031000,,,true,::wf03_01_login,POST,wf03_login,endurance,200,endpoint_group=auth&workflow=wf03&traffic=measured&step=login&operation_role=business,
http_req_waiting,1788334871,0.903000,,,true,::wf03_01_login,POST,wf03_login,endurance,200,workflow=wf03&step=login&operation_role=business&endpoint_group=auth&traffic=measured,
http_req_receiving,1788334871,0.039000,,,true,::wf03_01_login,POST,wf03_login,endurance,200,endpoint_group=auth&traffic=measured&workflow=wf03&step=login&operation_role=business,
http_req_failed,1788334871,0.000000,,,true,::wf03_01_login,POST,wf03_login,endurance,200,workflow=wf03&traffic=measured&step=login&endpoint_group=auth&operation_role=business,
checks,1788334871,1.000000,login: status is 200,,,::wf03_01_login,,wf03_login,endurance,,operation_role=business&endpoint_group=auth&step=login&workflow=wf03&traffic=measured,
checks,1788334871,1.000000,login: body is valid JSON object,,,::wf03_01_login,,wf03_login,endurance,,traffic=measured&endpoint_group=auth&workflow=wf03&step=login&operation_role=business,
checks,1788334871,1.000000,login: response indicates success,,,::wf03_01_login,,wf03_login,endurance,,workflow=wf03&endpoint_group=auth&traffic=measured&step=login&operation_role=business,
checks,1788334871,1.000000,login: token is non-empty,,,::wf03_01_login,,wf03_login,endurance,,workflow=wf03&step=login&operation_role=business&traffic=measured&endpoint_group=auth,
checks,1788334871,1.000000,login: identity matches dedicated credential,,,::wf03_01_login,,wf03_login,endurance,,workflow=wf03&step=login&operation_role=business&traffic=measured&endpoint_group=auth,
checks,1788334871,1.000000,login: role is user,,,::wf03_01_login,,wf03_login,endurance,,step=login&operation_role=business&traffic=measured&endpoint_group=auth&workflow=wf03,
checks,1788334871,1.000000,login: account is unlocked,,,::wf03_01_login,,wf03_login,endurance,,endpoint_group=auth&workflow=wf03&traffic=measured&step=login&operation_role=business,
group_duration,1788334871,1.164542,,,,::wf03_01_login,,,wf03_endurance,,workflow=wf03&traffic=measured,
vus,1788334872,1.000000,,,,,,,,,,
vus_max,1788334872,5.000000,,,,,,,,,,
http_reqs,1788334872,1.000000,,,true,::wf03_02_search,GET,wf03_search,endurance,200,workflow=wf03&traffic=measured&step=search&operation_role=business&endpoint_group=read,
http_req_duration,1788334872,1.419000,,,true,::wf03_02_search,GET,wf03_search,endurance,200,workflow=wf03&step=search&endpoint_group=read&traffic=measured&operation_role=business,
http_req_blocked,1788334872,0.012000,,,true,::wf03_02_search,GET,wf03_search,endurance,200,operation_role=business&workflow=wf03&step=search&endpoint_group=read&traffic=measured,
http_req_connecting,1788334872,0.000000,,,true,::wf03_02_search,GET,wf03_search,endurance,200,endpoint_group=read&traffic=measured&step=search&workflow=wf03&operation_role=business,
http_req_tls_handshaking,1788334872,0.000000,,,true,::wf03_02_search,GET,wf03_search,endurance,200,endpoint_group=read&workflow=wf03&operation_role=business&traffic=measured&step=search,
http_req_sending,1788334872,0.033000,,,true,::wf03_02_search,GET,wf03_search,endurance,200,endpoint_group=read&workflow=wf03&traffic=measured&step=search&operation_role=business,
http_req_waiting,1788334872,1.319000,,,true,::wf03_02_search,GET,wf03_search,endurance,200,workflow=wf03&operation_role=business&endpoint_group=read&traffic=measured&step=search,
http_req_receiving,1788334872,0.067000,,,true,::wf03_02_search,GET,wf03_search,endurance,200,step=search&workflow=wf03&traffic=measured&operation_role=business&endpoint_group=read,
http_req_failed,1788334872,0.000000,,,true,::wf03_02_search,GET,wf03_search,endurance,200,traffic=measured&step=search&endpoint_group=read&workflow=wf03&operation_role=business,
checks,1788334872,1.000000,search: status is 200,,,::wf03_02_search,,wf03_search,endurance,,workflow=wf03&step=search&traffic=measured&operation_role=business&endpoint_group=read,
checks,1788334872,1.000000,search: body is valid product array,,,::wf03_02_search,,wf03_search,endurance,,operation_role=business&endpoint_group=read&workflow=wf03&traffic=measured&step=search,
checks,1788334872,1.000000,search: exactly one expected product matches,,,::wf03_02_search,,wf03_search,endurance,,workflow=wf03&operation_role=business&endpoint_group=read&traffic=measured&step=search,
checks,1788334872,1.000000,search: selected product id is valid,,,::wf03_02_search,,wf03_search,endurance,,traffic=measured&step=search&operation_role=business&workflow=wf03&endpoint_group=read,
group_duration,1788334872,1.714583,,,,::wf03_02_search,,,wf03_endurance,,workflow=wf03&traffic=measured,
vus,1788334873,1.000000,,,,,,,,,,
vus_max,1788334873,5.000000,,,,,,,,,,
wf03_workflow_attempted,1788334873,1.000000,,,,,,,endurance,,workflow=wf03&traffic=measured,
http_reqs,1788334873,1.000000,,,true,::wf03_01_login,POST,wf03_login,endurance,200,operation_role=business&workflow=wf03&step=login&endpoint_group=auth&traffic=measured,
http_req_duration,1788334873,3.401000,,,true,::wf03_01_login,POST,wf03_login,endurance,200,endpoint_group=auth&traffic=measured&step=login&workflow=wf03&operation_role=business,
http_req_blocked,1788334873,0.460000,,,true,::wf03_01_login,POST,wf03_login,endurance,200,endpoint_group=auth&traffic=measured&workflow=wf03&step=login&operation_role=business,
http_req_connecting,1788334873,0.369000,,,true,::wf03_01_login,POST,wf03_login,endurance,200,traffic=measured&operation_role=business&workflow=wf03&step=login&endpoint_group=auth,
http_req_tls_handshaking,1788334873,0.000000,,,true,::wf03_01_login,POST,wf03_login,endurance,200,operation_role=business&endpoint_group=auth&workflow=wf03&traffic=measured&step=login,
http_req_sending,1788334873,0.099000,,,true,::wf03_01_login,POST,wf03_login,endurance,200,workflow=wf03&step=login&operation_role=business&traffic=measured&endpoint_group=auth,
http_req_waiting,1788334873,3.192000,,,true,::wf03_01_login,POST,wf03_login,endurance,200,step=login&operation_role=business&endpoint_group=auth&workflow=wf03&traffic=measured,
http_req_receiving,1788334873,0.110000,,,true,::wf03_01_login,POST,wf03_login,endurance,200,traffic=measured&step=login&operation_role=business&endpoint_group=auth&workflow=wf03,
http_req_failed,1788334873,0.000000,,,true,::wf03_01_login,POST,wf03_login,endurance,200,traffic=measured&step=login&operation_role=business&endpoint_group=auth&workflow=wf03,
checks,1788334873,1.000000,login: status is 200,,,::wf03_01_login,,wf03_login,endurance,,workflow=wf03&traffic=measured&step=login&operation_role=business&endpoint_group=auth,
checks,1788334873,1.000000,login: body is valid JSON object,,,::wf03_01_login,,wf03_login,endurance,,workflow=wf03&traffic=measured&step=login&operation_role=business&endpoint_group=auth,
